,label,sentences
108,7,long true saw dare watch for reason playing dingy burlesquehaunted cinema old granville street vancouver sunday afternoon wasted men usually shuffle deposit sperm not enough credit goes internet porn cleaning streets richard linkater wasnt story time the guy made slackers the bastard love child jim jarmusch chrissie hynde knew no clue hed chosen one eventually deliver us boyhood went friend lark floated psilocybin cloud joy awestruck know guys wanted endlessly sing praises friend didnt get charge although months later christmas party wayward misfits couldnt stop playing sound track maybe but exactly remembered high school was hallucinating whole thing indeed stoned much time brilliantly accounted all missing bit pink floyd whole lot led zeppelin alluded title dazed confused isnt merely best movie high school it best movie high school best movie perhaps best movie male adolescence yes yes imho course else dare watch burst bubble virgin memories forever spoil love admiration or dingy cinema fond nostalgic feelings something ill watch probably soon linklater finally gets grand redcarpet treatment along golden trinkets long deserves really solid sophomore effort linklater loved hitchcock homage especially the final day school beginning wont lie watched saw everybody wants some director because liked film heard spiritual sequel one so goes reason usually love teen films cant compare make the film edge generation began im related time end so felt familiar enjoyed thoroughly the film focused final day high school it opened afternoon final class followed night party arranged seniors take parents suspected between freshmen seniors tradition follows some escape got caught struggles way not everyone make best time high school so gets everyones night turns revealed remaining we see big names todays cinema year old film matthew mccanaughey milla jovovich ben affleck many though film never focused one particular character neutral stayed way till end but told story final day high school individuals intentions you youngster enjoy work everybody so hope watch especially try everybody wants some
109,6,demolition man may exactly perfect movie core idea behind plot something ive never ever seen done since its pretty mindless fairly hammy fun enough experience get across finish line worse experience final liked would personally recommend give go
110,7,when paradise turns nightmare released in directed sydney pollack based john novel the crime dramathriller starring tom cruise top harvard grad lawyer desperately wants leave behind workingclass origins takes highpaying job firm memphis he wife jeanne tripplehorn ecstatic affluent new world clues mount firm sinister side gene hackman plays mentor firm ed harris appears fbi agent holly hunter hal holbrook david strathairn gary busey also hand this long one favorites genre you really feel mcdeere cruise wife utopia morphs inescapable hell in washington dc scene grasp limited choices caught crossfire mob fbi mcdeere must use wits knowledge get unscathed possible always favored piano score dave grusin described while could call different tones depending sequence for instance closing city chase driving portentous also melancholic component suitable the positive side piano score makes film timeless consider quality movies general era horribly dated conventional scores like way the film runs hour minutes shot memphis tennessee west memphis arkansas cayman islands washington dc cambridge boston massachusetts grade aa
111,7,topoftheline crime thriller harrison ford tommy lee jones released based tv show years earlier stars harrison ford dr richard kimble innocent fugitive framed murder as pursues onearmed killer pulled strings determined us marshal tommy lee jones hunts kimble wilderness regions streets chicago the first minutes contain action hooking viewer exhilarating bus wrecktrain wreck followed phenomenal dam sequence the rest movie intelligent suspenseful catandmouse chase kimble zeroingin framed deserved box office hit costing million raking million domestically to realize welldone check sequel features basic plot without magic the film runs hours minutes shot illinois north carolina dam sequence instance filmed cheoah dam tapoco north carolina grade
112,6,dont want ffynnon garw map begged the englishman who went up hill but came down mountain directed christopher monger written ivor monger it stars hugh grant ian mcneice tara fitzgerald colm meaney kenneth griffith music stephen endelman cinematography vernon layton set plot finds grant mcneice two english cartographers arrive welsh village ffynnon garw measure locals proudly proclaim wales first mountain however turns mountain feet required feet requisite therefore classed hill this news causes disgust amongst locals set stopping cartographers going home whilst attempt build atop hill make feet film big title matched size heart mongers film owes much fun community based pictures filed ealing studios back re whisky galore the titfield thunderbolt we also safely place whimsy category something wonderful local hero sits old british comedy staple encompasses obsession size the mouse that roared watches film like approving british cinematic angel homespun humour marries utterly engaging view quirky village life provide us minutes entertainment although clearly simple plot structure simply dismiss justice fine work ensemble cast writing ivor chris monger with grant best amiable nervous fop picture lead actor fully comfortable tone texture production around number fine character actors putting delightful meat comedy bones oddball characters names morgan goat johny shellshock william petroleum betty cardiff best bunch griffith reverend jones grumpy stubborn eccentric underpins everything wonderfully skewwhiff life ffynnon garw as writing the screenplay wonderful ear small village dialogue amongst value community spirit theme sits near sombre observation effects war community the production design appealing laytons photography around powys locations visual treat endelmans music suitably warming jaunty feel even starts get touch repetitive later piece it doesnt widespread appeal clearly film aimed small portion film fans love films mentioned earlier but era film smothered cgi visual gimmickry revisiting something like the englishman who went up hill but came down mountain offers refreshing diverting experience
113,8,in name innocence sometimes say cant happen simple reason sounds really unfair happeningbut watching movie like changes perception right wrong fair unfair only thing fair world heart though daniel day lewis character typical role model start know heart within isnt black scene says in godforsaken life ive never known kill somebody nowthe transformation day lewis character man wasnt responsible enough take care man vows fight fathers name brilliantly heartwarming it pains see cruel we species accept mistakes even know make someones life miserable hell in movie good till time dont think someones life played front youas soon realize thatit transforms something cant think another brilliant movieinstead heart goes people actually go well directed superbly acted brilliantheart breaking heart warming time those found beautiful go hillary swanks movie conviction next choice another heartwarming eye treat
114,8,if somehow missed movie never seen watch immediately as young boy way cinema wasnt prepared onscreen awesomeness witness one defining movies childhood modern age with special effects simply blew previous dino movies water compelling story odd comic moment mr arnolds arm really make evening something remember forever so successful went spawn sequels second enjoyable third much the newest chris pratt one ill leave worth watch especially want wash taste one mouth it gave nightmares weeks really really wonderful nightmares love there movies coming right years later triple budget even jurassic movies effects cannot hold candle jurassic park if thing going would enough recommend movie make mistake jurassic park great without thank god final very strong appeal personal favourite life finds let us enjoy dinos theaters filthy rich millionaire john hammond richard attenborough open dinosaur theme park he invites couple experts satisfy investors during preview tour things go awfully wrong while simplistic perfect movie blockbuster cinema best spielberg grabs throat get go instantly know quite ride the story simple effective author michael crichton best make cloning dinosaurs part plausible when living giant meateaters amusement park hard come something causes things go south fast say trex the movie works take seriously the characters somewhat underdeveloped main purpose serve dino treats the ian malcolm character jeff goldblum little use funny grumpy dr grant sam neill perfect counterpart you help root characters what makes movie stand groundbreaking special effects even day remarkable ilm stan crew achieved although jaws approach would perhaps worked better love shot leg mud dinos look realistic what common jaws john score although ominous iconic jaws williams went wonderment time around perhaps regarded famous work amazing when experts travel island score indeed give sense wonderment the scene visitors first lay eyes dinosaurs movie magic rereleased anniversary safe say rarely fun cinema watching jurassic park this idea perfect movie mean perfect perfect pretty close to start score amazing iconic really drives awe film and characters developed quickly also good all actors give fantastic performances sam neill jeff goldblum laura dern richard attenborough give classic performances even supporting actors like wayne knight samuel jackson especially bob peck muldoon what really struck time watched action really doesnt even start halfway movie action nonstop think since paced like allows us get attached characters makes action much impactful suspenseful and even first hour primarily dialogue still engaging since script tightly written compelling conversations control humans well shot humor feels natural dialogue character the humor never forced situations tense unless expected form character like ian malcolm and second half god good this isnt action movie suspenseful thriller theres humans fighting dinosaurs exploding cars planes action used relatively sparingly the cgi also used sparingly needed both practical effects cgi look great still speilberg really crafted amazing characters tense scenes like tyrannosaurus breakout raptors kitchen iconic shots this favorite movie kid coollooking dinosaurs still one favorites insanely great characters suspenseful scenes
115,6,having watched first time wonder arnold schwarzenegger intended sort retirement movie it much vibe would worked spectacularly end fun meta kind way but better maggie worse terminator arnie keeps sluggin thats world live so instead guess last action hero really deconstruction top action movies early aplomb is scathing criticism love letter dont know last action hero works thats im taking away final liked would personally recommend give go
116,6,is kane able lightning jack directed simon wincer written paul hogan hogan stars title character supported cuba gooding jr beverly pat hingle lq jones music bruce rowland cinematography david eggby having burst onto scene movie world crocodile dundee paul hogan seemed set tilt fully fledged film star as transpired spite first dundee sequel proving popular hogan much film career so great interest revisit non dundee films lightning jack comedy western pitches hogan outlaw lightning jack kane australian old wild west america he hankers well known wanted big reward head misfortune pairs mute ben doyle gooding jr promptly go adventure becoming criminally well known really simple break bare facts really chance hogan play hogan wild west setting but harmless comedy fare produced engaging comedy actor okay may uproarious fresh comedy finesse crocodile dundee really deserve scorn got critics well thin plot leaving us film stitched together job funny setups comedy barometer needs setting amiable fun likable due hogan gooding easy engage it also boasts gorgeous scenery locales sparkling thanks smart work eggby mad maxquigley down under gets token hooker heart lovely bargain elsewhere presence lq jones ride high countrymajor dundee pat hingle nevada smithhang em high gives western solidification interesting cameo appearances roger daltrey roger clemens remind us bit amusement not standard criminally valued almost an angel course first two dundee movies different plane but moments decent time waster genre fans need gentle perk
117,6,denouncement lowlife gossipsslanderers the man without face mel gibsons debut director gibson stars eponymous role mcleod man whose face heavily scarred the story takes place coastal maine summer several years earlier mcleod moved area live seclusion unconventional work requisite privacy unfortunately expected rumors mysterious recluse circulate amongst locals callously refer hamburger head fatherless yearold chuck nick stahl wants go military school therefore enlists aid outcast good relationship develops margaret whitton plays chucks oftmarried mother fay masterson gaby hoffmann halfsisters geoffrey lewis hand towns police chief saw movie years ago despite decent drama left sour taste why four reasons third act it introduces rumor hideous crime someone falsely accused likely falsely accused plots like infuriate obvious reasons the crime question sexual molestation always uncomfortable awkward topic say least theres scene character given opportunity affirm deny wicked allegations refuses instead answers asking rhetorical question this also frustrating if someone didnt commit crime just say so another scene struck stoopid simply intelligent discerning people careful responsible make sure doesnt appearances evil even though evil know mean the character question fails infuriating watching film second time much higher respect see really the plot reveals surface meaning fatherless kid finds muchneeded fatherfigure lonely outcast blessed human acceptance opportunity fulfill calling teaching movie goes much deeper explains existence third act everything else leads the subtext condemnation gossipy lowlifes found every community destroy lives wicked tongues if theyre called account theyre judge jury executioners innocent people their preyofchoice unconventional types perceived threat due figurative strength such slanderers arrogant fools love tearing others particularly outside group they feed creating strife lies halftruths negative spinning unjust criticism namecalling mocking they true monsters people like mcleod the extreme nature accusation better scum shoot hideous lies sexual molestation such ignoble gossips literally everywhere slander spread poison others minds if someone doesnt boldly put stop lies theres effective scene end accused person approaches elderly couple good relationship clear rumors gotten minds poisoned refused hear defense drawing damning conclusion there nothing could heartbreaking unfortunately kind thing happens time while drama film solid great movies subtext breaks threshold greatness the awesome coastal locations plus peripheral cast while movies laden sexual molestation subplot justified ties pictures potent theme the film runs minutes shot coastal maine nova scotia grade spoiler alert dont read unless youve seen movie ive heard seriously erroneous claims movie like mcleod really sexual relationship chuck nonsense these people didnt pay attention movie thoroughly disproves claims first theres scene sexual abuse even hinted secondly mother asks chuck mcleod touched responds shrug yeah in words touched appropriate ways like pat back forth whats big deal essentially response furthermore chuck tries find truth mcleod upon hearing gossiprumors steals mothers car goes straight mcleods house frenzy confront mcleods type tell people believe asks chuck paraphrasing have ever done anything remotely questionable abusive around its rhetorical question nonverbal response absolutely this explains mcleod worries police officer came house earlier story looking chuck missing night he nonchalantly responds yes hes hes sleeping upstairs he worries because nothing improper going be may friendship ends legal reasons mcleod moves away secretly attends chucks graduation years later military school happily wave distance hardly appropriate behavior mcleod committed atrocious sex crime youth years earlier
118,8,mike leighs film naked drama sexual relations men hurt women women accept hurt low selfesteem desire wanted supported it distinguished remarkably lifelike characters most film worked improvisations several months shooting began leigh wanted actors create elaborate back stories characters fully living inside cameras started rolling would completely convincing as film opens johnny david thewlis flee manchester sexual encounter married woman turns rape threatens set husband stealing car heads london crash exgirlfriend louise lesley sharp gets involved flatmate sophie katrin cartlidge spends couple nights homeless london interspliced scenes jeremy rich real estate broker whose sexual conquests serve upperclass counterpart johnnys naturally viewer led wonder happen two men meet something wrong johnny answers anything said rambling torrent words logorrhea form intellectual bullying deeply wounded man seems feel best defense cruelties world good offense only johnny wasted taken much older in thewliss performance one masterful screen portrayals eccentric mentally ill person like dustin hoffmann rain man peter sellers being there but characters memorable thoughts often gone back time since saw film reservations plot inasmuch last scenes film decided late filmmaking process suddenly change tone may seem anticlimactic nonetheless would recommend film believe great one spite undeniable flaws
119,5,surprise quite liked one there may anything outstanding even massively good emthe next karate kidem actually felt content watched end credits came along it turns sweet story even fairly rocky start the villains meh little iffy fine far better emthe karate kid part iiiem thats sure pat morita mr miyagi little clichéfilled still super endearing likeable young hilary swank first major film role brings solid performance julie at first wasnt convinced end felt like saw positive journey character in opinion best sequel emthe karate kidem thats big surprise considering downward trajectory preceding two dont get wrong close good film however floats required marker like cant lie
120,8,what love law andrew andrew beckett gay lawyer infected aids spite law firms rising star fired trumped charge negligence refusing accept defeat andrew manages enlist help homophobic lawyer joe miller hoped prove firm acted disgracefully fear andrews illness but joe throw prejudice can andrew keep together aids starts take hold philadelphia film really bring horrors aids masses though certainly first film deal subject films an early frost as is led way philadelphia certainly memorable mainstream films dealing subject as years rolled films standing waned gays renounced film sentimental gloop various cinema critics accused film confusing aims the truth philadelphia really guilty playing safe andrew beckett clearly wronged hes clearly lovely special man supported complete loyal loving family its character set never really puts film real danger becoming edgy even strand dealing homophobia briefly given credence however makers achieve aims emotional aspects something lifts philadelphia far higher plain pantheon emotional kickers the tone film set courtesy bruce springsteens oscar winning streets of philadelphia acts sombre portent things come opening credit sequence from story content gnawing away heart strings breaking prejudice barriers name fair play adult fallibilitys part court room drama part human tragedy philadelphia never found wanting engrossing department something small amount due work firing cylinders cast tom hanks always pretty safe company rule tackling role andrew beckett required much merely charm homely appeal hanks winning first best actor oscar steps plate delivers one best performances as aids ravages body soul hanks andrew reaches deep within audience way ordeal alongside hanks denzel washington joe anything prickly role contend its probably much surprise followers say hes usual great form shift characters fortitude showcasing best new yorkers ability rounding cast equally fine performances jason robards joanne woodward robert ridgely mary steenburgen antonio banderas then surely springsteens opener set mood neil young closes film heart achingly brilliant philadelphia playing alongside video footage finally seals deal philadelphia movie exists revisits film show minor flaws someone remembers multi sexed audience reacted leaving cinema back kind impact mind never understated
121,7,jane campions third feature film the piano historical drama tells scottish woman ada mcgrath holly hunter married colonist new zealand never met ada mute development mysteriously came upon childhood virtuoso pianist cherished instrument one way communicates feelings world as ada illegitimate daughter flora anna paquin land shores new zealands south island sometime century new husband stewart sam neill ignores signlanguage entreaties carry piano inland along belongings feeling love man forced marry ada drawn sexual bargaining another colonist baines harvey keitel offers get piano back wants the first half film interesting study sexual power tragedy womans lot historical era neither stewart baines admirable men stewart uncaring adas true passion piano baines exploits distress powerlessness get wants doesnt respect consent unfortunately film develops campion decides ultimately turn straightup romance novel heroine willingly gives roguish badboy realize campion might go common desire woman feel desired shouldnt come expense glorifying creep to better serve foil baines stewarts squareness played two characters reduced crude cutouts good guy bad guy this extends critique colonialism racism naturally man audiences supposed feel disgusting unattractive stewart keen stealing land indigenous maori people baines hand cool heartthrob hangs maori respects culture even point learning language tattooing face well even actual plot ridiculous pulp fantasy production values fine new zealands wild shore rainforests memorably captured cinematographer stuart dryburgh the film distinctive blue cast unites thick cover forest depths sea while controversy remains depiction maori people still given great deal screen time ability speak language film the pianoheavy soundtrack english composer michael nyman deservedly celebrated deliberately anachronistic saccharine minimalist feel century represents adas innermost thoughts there good acting well anna paquin course oscar depiction flora one wouldnt expect mature composure convincing emotions child age holly hunter convey everything gestures facial expressions marvelously one delights campions feature debut sweetie genevieve lemon supporting role turns mildly comedic performance adds levity severe sexual drama seeing two decades came the piano feels like rather slighter film remembered difficult understand drew critics time rave would really recommend people specific interest new zealand michael nymans soundtrack dont see alltime classic
122,4,robocop might pale comparison original robocop sequel thats genuinely bad final had things appeal poor finished product
123,5,whats shadow the shadow directed russell mulcahy based character name created walter gibson it stars alec baldwin title role support comes john lone penelope ann miller peter boyle ian mckellen tim curry its written david koepp fan radio show rerun child the plot basically sees lamont cranston baldwin gain alter ego the shadow mystical tibet new powers sets fighting crime back states all going well shiwan khan lone shows hes last descendant gengis khan keeping particular family tree hes intent global domination theres lower tier super hero movies either poorly received comparison big hitters like bats supes spidey simply forgotten account bad the likes daredevil the phantom maybe even darkman piece the shadow rarely mentioned super hero fan perhaps rightly could argued but spite tepid unimaginative plot the shadow average time filler thats least visually impressive the manhattan setting excellently brought life makers pat back due special effects it looks feels pulpy really theres nothing wrong the cast truth ok either written merely swamped production design turn play movie best hardly ground shaking really pumping blood action movie the shadow however dreamy quality makes worth watch perhaps sequel remake better story may arrive one day
124,7,tripping while theres cinematic equivalent mona lisa submit list top ten american movies last years particular order the godfather apocalypse now raging bull pulp fiction blade runner raiders lost ark mulholland drive tree life boyhood short cuts whaaaaaa short cuts is even altmans best work well everything unique original movies list done altman is anything man hasnt tried and everything altman achieved career summed short cuts five entries list genre intact gangster war bio scifi adventure lynch genre master hook subvert pulp fiction pomonoir swagger tree life audacious transcendent poem boyhood literally epic achievement dedication commitment short cuts doesnt seem fit merely observation lives love but observations what lives what heartbreaking affection all underscored resonating heartbeat patching many paths teetering brink disaster threatening explode form climactic planetary stroke nothing brings people together quite like natural disaster an earthquake tremoring enough inform us place history cosmic map enough bring us earth reboot egos put multiple perspectives perspective enough appreciate simple state largerthanlife baroque master helm warbling contrapuntal narratives swirling themes orchestrated perfection multiple storylines wavering one singular umbrella and altmans protective cover talent runs free easy playful experimental ironic sincere the key characters one story become walkthroughs another paradoxically tethered disconnected self family community life boundaries crossed souls get lost were knowing needs even with nothing say except everything exceptional infinite empty and life short shorts cuts scenes stories words actions desire love loss lies lust faith wonder devotion heck id see watch tom waits lily tomlin shack some movies claim infinitely entertaining maintain viewed repeatedly without losing initial charm insist never age know one lay claim conceits short cuts like falling love it delivers quietly wonderfully naturally tenderly simply deeply
125,5,last night watched movie tatatu movie channel treat directed john duigan staring hugh grant ella macpherson portia de rossi sam neil when church decides one paintings upcoming art exhibit ask young minister played hugh grant travel studio australia convince remove painting show when minister young wife arrive studio greeted artist played sam neil wife beautiful models subjects paintings the minister artist along models wives discuss seemingly overt sexual content blasphemous nature painting question many philosophical often comical debates ensue as title would suggest models magically enchanting eventually tempt wife join ways want say much without giving away the cinematography acting wonderful in greek mythology sirens lured nearby sailors enchanting music singing voices shipwreck rocky coast island remember hearing movie back late always wanted see thanks johnny new free movie network able watch free rating stars
126,8,planet noir declare blade runner best scifi movie time arguments no okay so long please upvote guest book way wait theres at risk whistling conspiracies setting inappropriate vibrations slacks see ridley dick concoction going right while transfixed endlessly goofy droppings web forever staring swiping things smartypants phones retweeting selfies infinitely mirrored selfies proliferating light speed every aspect humanity replicated perfected mechanized optimized upgraded fortified robofied googlized quantumized dnad nsad soon converge fall upon supplant us harrison ford despite looking trim years old stop and irony end ironies irresponsibly arrogant overinfested narcissistic caretakers consumers colossal defecators brokendown fleabag planet entirely fundamentally responsible no irony ironies world exclusively dominated selfcorrecting technocratic cyborgs zettabytes artificial intelligence vast improvement the androids saving planet ahhh run life blade runner expired cautionary tale emerging utopian fantasy oh knew already very well carry enjoy selfdriving cars virtual nature tours retirement replicants resplendent blade runner one glorious films gained popularity older gotten ridley scotts follow critical commercial darling alien large considered flop damned science fiction action blockbuster there course fans recognised many many strengths initial weeks release many claim loved back surely looking sheepishly mirror days hardcore minority fans remember differently remember spider lived outside window orange body green legs watched build web summer one day theres big egg the egg hatched anyway thats point film sometimes ahead time misunderstood missmarketed scotts masterpiece one case story adapted fashion philip dicks story do androids dream electric sheep is pretty simple its dystopian los angeles four genetically engineered replicants human appearance city illegal they designed work offworld colonies replicant defies rules retired special police assassins known blade runners blade runner rick deckard harrison ford case case prove many layers new life awaits offworld colonies chance begin golden land opportunity adventure ridley scott gets cakes eat managing blend intriguing science fiction film noir that visuals outstanding given even films hardest critics grudgingly acknowledge eye popping piece visual class mention eyes purpose since forms key narrative thread that awash eye orgasms led critics calling charge beauty substance deep themes work tickle brain gnaw away senses quite experience live fear isnt thats slave mood set perpetually bleak classic film noir trait paced accordingly scott isnt perk anyone hes ask questions whilst filtering main characters prism techno decay humanity questioned max film stunning visuals surprisingly nightmarish core the emotional spine ever present troubled violence shows hand posing intriguing question replicants kill want live and antagonist deckard ford brilliantly miserable marlowe clone starts fall rachael sensually effective femme fatale portrayal one retirement targets tears rain as rutger hauer never better saunters prominently story head replicant roy batty pic evolves still haunting lyricism starts pulsing away conjunction vangelis rib shaking techno score jordan cronenweths cinematography brings scotts masterful visions life key characters one visuals aural splendour dark thematics mean human indeed curl one magnificent cinematic achievement number cuts film fans scotts final cut one total artistic control scrub job across board quite literally breath taking the movies story didnt much however find parts confusing after watching found watched final cut completely different ending different implications theatrical release didnt understand implicationsi needed look ending online whether thats movie confusing im dumb cant say but friend watched didnt understand either after looking ends meaning find bit satisfying but main reason movie worth watching visuals not sure id watch time soon though some people say classic scifi nothing offer overrated cultstatus to would respond rutger hauer rooftop thats enough final very strong appeal personal favourite theatrical cut final cut viewed final cut judging reviews elsewhere possibly complete satisfying version cannot truthfully say awe film found quite plodding times but said visionary aspects bleak surrounds air hopelessness permeates throughout film exceptionally well done would hazard guess wasnt big success box office back chiefly likes et raiders lost ark return jedi quite adventuresf films time pushing film dark corner another reason could slow brought star wars unengaging looking murdermystery perspective recall reading original version ford marlowesque voice an impressive film delightful special effects decent performance ford but course true delight roys time die speech end if oscar best speech film would ease
127,6,not sure son law little extra dated maybe didnt see already adult maybe actually worse whatever reason didnt vibe son law much paulie shore movies ive seen still outright refuse jump hate train though final had things appeal poor finished product
128,6,amusing romcom set san francisco mike myers nancy travis fresh success mike myers stars poetmusician bay area california performing art houses he takes romantic interest adorable local butcher nancy travis increasingly suspects guessed axe murderer amanda plummer plays sister anthony lapaglia detective pal poet debi mazar glorified cameo girlfriend married axe amusing enough watch home go pay money cute comical works quality suspense regarding core question is writers came worthwhile climax enough said the movie runs hour minutes shot san francisco oakland cloverdale california grade
129,5,comic book cop thriller pittsburgh bruce willis sarah jessica parker released in writtendirected rowdy herrington stars bruce willis tom hardy pittsburgh detective whos demoted river rescue serial killer returns twoyear absence bodies beautiful women start turning river women hardy used date sarah jessica parker hand hardys partner river jo christman the movie bad reputation roger ebert tore pieces basically saying derivative bythenumbers willis said hated understand criticism point the story melodramatic comicbook vibe obvious opening act almost like tv production except superior cast action scenes but important found drawn story characters greatly enjoyed rare pittsburgh locations well melodrama thrills in words movie entertaining entertainment name game this cop thriller manner dirty harry series especially dead except comic booky taking place pittsburgh rather san francisco its also reminiscent films like the generals daughter although technically good dirty harry movies the generals daughter due cartoonishness striking distance nevertheless pulled lives characters part furnished requisite thrills the genericallynamed movie also akin dirty harry franchise originally called three much better title simply specific changed last minute marketing department feared people would think sports movie due three rivers stadium switched striking distance why the first hint beginning movie title card shows two electrical bolts coming either side title later observe mysterious killer using stun gun killing victims stun gun must course within striking distance speaking killer one element plot havent mentioned whodunit someone charged killer early hardy knows wrong guy others sure cop excop killings there suspects including hardy honestly unable guess right person theres another twist late story also took surprise striking distance may exceptional marred cartoonish exaggeration entertains cop thriller thats whats important comes types flicks plus shot pittsburgh refreshing change the movie runs hour minutes additional writer martin kaplan grade cb
130,8,suppose missed watching proper time explain surviving well years the idea daring stop motion okish danny elfmans ost quite good even min still many specially songs close one next
131,6,whats overdone the gratuitous cleavage shots catchphrase enjoy emthe three musketeersem boy load cleavage shoved face the famous musketeer phrase also said ba lotb this film little bit weird one terms feel its clearly enjoyable wasnt sure deserves step rating ive given end think gets like plot locations pacing took relative cast grow chris odonnell dartagnan oliver platt porthos would standouts liked pretty much beginning first time seeing odonnell away embatmanem appearances though seen platt number times charlie sheen aramis kiefer sutherland athos ones dont work amazingly opinion dont love acting styles didnt sense enough chemistry two platt matter tim curry meanwhile always hitandmiss helped fact emgarfield tail two kittiesem biggest memory im constantly hearing prince xii whenever talks apologies mr curry lastly cast also interesting seeing paul mcgann involved ive recently become aware televisions emlutherem funny ol world sorry tangents my final thoughts film its entertaining worth watch
132,7,hollywood retells story legendary lawman time guise kurt russell add val kilmer sam neill bill paxton mix get doesnt exactly scream list ensemble cast gels particularly well one films manages sum parts the bond brotherhood friendship earps doc holliday feels genuine kilmer clearly relishes scene stealing part sickly gentleman adrenaline junkie holliday powers booth michael biehn also make charismatic villains scenes biehn kilmer particularly sharp peckinpah shoot outs extremely well staged in fact shoot ok corral one best versions yet filmed it occasionally slip melodrama morgans death prime example climax little montage happy feels little rushed result great slice old school popular entertainment thats lot engaging kevin costners pompous yawnfest released year indeed sir the last charge wyatt earp immortals tombstone written kevin jarre directed star kurt russell credited director george cosmatos ghostdirecting it also features large ensemble cast includes val kilmer sam elliott bill paxton michael biehn powers boothe the movie loosely based historic incidents occurring the plot follows newly retired peace officer wyatt earp russell two brothers virgil elliott morgan paxton arrive tuscon town tombstone here plan make fortune gain share farrow game local saloon wyatts long time friend doc holliday kilmer also joins earps town long encounter trouble form the cowboys ruthless bunch outlaws led curly bill brocious boothe the back story tombstone rather interesting without waffling boring spurs readers ill try keep paragraph short willem dafoe slated star doc holliday buena vista disney company said way account appearance frowned upon the last temptation of christ since buena vista company willing distribute tombstone account kevin costner pulling rank influence due wyatt earp movie go big say things then screenplay turned jarre shot russell board kilmer deemed excessively long jarre fired director refusing cut characterisations enter cosmatos ghostdirect russell then robert mitchum narrates film drop playing old man clanton subsequently dropped story due riding accident while genre legend glenn ford bailed playing marshall white pave way harry carey junior fill boots in spite problems getting harmony cohesion screen tombstone ends thoroughly entertaining genre piece love letter genre boasting one best ever portrayals infamous western character kilmers take holliday sexy dangerous utterly beguiling comparing costners movie folly movie im big fan telling earps life doesnt hollywoodise things short period earps life bells theres inaccuracies main makers good job covering events leading famous gunfight occurred ok corall aftermath said confrontation pic manages cake eat modern age made western it old fans genre expect whilst enough savvy dialogue rah rah sequences engage youthful viewers theres much art speak instance wont go searching cinematographers name sheer volume characters times threatens bulge piece belt buckle yet always manages keep us entertained high energy action sequence sharp quip delivered irrepressible kilmer even standardised romantic angle involving beautiful superfluous dana delaney josephine manages engaging moments sure ache next scene kilmer cool biehn cocky bastard love blossoming wyatt josephine inner conflict causes earp really fleshes earp emotionally time trying settle peace world ultimately probably story kilmer russell insisting trimming story tombstone makes telling point critically recognised bloated wasnt needed for crying loud western fan eastwoods sublime unforgiven previous year right mind would try follow tombstone thankfully doesnt take seriously still enough nous keep beans cooking high splendid moustaches twirling all whilst simultaneously providing quotable lines delivered splendid film genres kilmers doc huckleberry tombstone film
