,label,sentences
167,6,"God, this movie is bad. And it's so much fun I can hardly stand it. Reasons why you should watch Hackers, in no particular order: 

- A steaming 20-something Angelina Jolie, 
- A bleach-blonde Jonny Lee Miller (hubba hubba),
- An ever awesome Matthew Lillard, who cranked his Lillardness up to 11,
- A duo of DJ/hackers named Razor and Blade (feel free to cry),
- An awesome and totally cliché GenX soundtrack, 
- ""It's 1995 so we have to make an Eddie Vedder reference"" (and it's totally awesome),
- Fisher Stevens who acts out his entire part as if he's on steroids, 
- Did I mention Angelina Jolie? 

Does this movie have any basis in any realm of conceivable realism? Nope. Is this even what actual hacking looks like? Oh puh-lease! Is it everything you could wish for in an hour and a half of pleasurable suspension of disbelief? Absolutely. 
Hackers is sexy and silly and every good kind of bad.
I gave you my recommendation. If you don't like this movie then there's nothing I can do about it.
_(February 2017)_"
169,6,"Decent watch, probably won't watch again, and can't recommend past a Bad Movie Night.

What a trip in the way back machine to see the inspiration for ""The Matrix"", maybe more of an homage to ""Lawnmover Man"", but very clearly they didn't have the capability to what they actually wanted to do with the movie.

The best things are clearly Dina Meyer (""Starship Troopers"": Dizzy) and the ""Hot Garotte"" lazer whip thing, why haven't more movies used that?

Clearly Keanu Reeves did his best to try to hold this thing together, but the writing isn't that great, despite have a pretty good story and world to it.  It's really dated, but it's good enough I would actually like to see a reboot of this.

There isn't a lot to say: the production and execution fell short and it's just not worth going back to watch this one."
170,5,"The story is the weak link in what is otherwise a marvellously fun chain. Unfortunately, when it comes to the film industry, the plot-link is kind of the most important one, so I can't really call Judge Dredd a success. And although the general premise is strong, this is not to the credit of the movie, seeing as it sources its material from the comic books of the same name, and 2000 AD.

Sylvester Stallone (the titular Dredd) and Rob Schneider (his offsider) are perhaps poor casting options. But they aren't so terrible as to make Judge Dredd unwatchable, especially seeing as there are a quite a few good choices to balance this out.

Despite being made in '95, it shares that intrinsically 1980's vision of a dystopian future, where all the buildings are black, all the signs are neon, and all the residents are androgynous punks and goths. Which to be honest I'm a huge sucker for, so this earns Judge Dredd some points (though again, not for originality).

It's perhaps not the sort of description you'd expect of a violence-heavy, guilty-pleasure dodgy sci-fi, but Judge Dredd is just so cute! The ABC Warrior I have a particular soft spot for, but even overall, the piece is enjoyable to not take seriously (though taking it seriously is probably impossible).

Yes it's true that Judge Dredd is enjoyable in a laughing at it kind of way rather than a laughing with it one, but that's still enjoyable in my books.

51%

 -Gimly"
177,7,"Only the second time seeing this (last was probably in the early 2000s on DVD) and thought it was okay but guess like others, this has grown on me. Laughed throughout even when the dialogue wasn't the greatest, but I have an appreciation for sarcasm so I gravitated towards Jason Lee's character the most. Not quite sure it's on the level of Clerks or Chasing Amy (have to re-visit those) but a solid comedy. **3.75/5**"
181,6,"This is what happens when the Greenwich Village crowd tries to remake and rewrite a classic. The B&W adds a nostalgic touch, but even Peter Fonda, or the lesbian love scene, can't save this one from the bottom of the heap. The ONLY redeeming quality the film has, is that it is a Non-Christmas Christmas movie and makes one of my lists, albeit it's now the last place movie of that list."
182,6,"Good enough of a watch, might watch again, but can't honestly recommend.

The biggest problem is just that the movie is dated.  The entire movie is based off a fear mongering joke/concept that our lives are controlled by computers, which in 1995 wasn't really the case, but in 2020 is much more true in the way that the movie wants to say.

What actually makes the movie is that the movie isn't centered on manipulating the information, but uses it as adversity that the protagonist can overcome.

Essentially this comes down to a ""average person"" in a ""spy movie"" trope.  I think puzzle fans will like this one as it is a lot of ""If X and Y, then what do you do?"".  And we know Sandra Bullock doesn't shy away from a little action."
193,6,"Good watch, would watch again, and can recommend.

This was a hit movie at the time, and other than the Xenos design, I'd say it is still a pretty good movie.  The ""anti-Jaws"" approach of showing the monster off is really cool as the premise is largely how detailed and dangerous the xenos is, but the approach removes a lot of the suspense in the hunting and subterfuge, almost humanizing her as ""hunted by the evil government entity"".

While it would be a much different, and arguably better, movie to do something more like ""The Thing"", that she only has one human mask sorts of outs her, making it more like a spy movie, and I think they did really well with that in mind.

It just lacks the level of nuance and hidden information that spy and thriller movies tend to have.

It's much closer to ""Aliens"" than ""Alien"". _**Wiping out the ""galactic weed**_""

Released in 1995, ""Species"" chronicles events after SETI (Search for Extra Terrestrial Intelligence) receives a transmission from outer space detailing alien DNA structure, along with instructions on how to splice it with human DNA. This gives birth to Sil, a girl (Michele Williams) who escapes and rapidly grows into a statuesque blonde (Natasha Henstridge). Government agent Xavier Fitch (Ben Kingsley) assembles a team to locate and destroy Sil before she finds a mate and breeds. The team includes a tough mercenary (Michael Madsen), an anthropologist (Alfred Molina), a molecular biologist (Marg Helgenberger) and an empath (Forest Whitaker).

I developed a bad attitude toward ""Species"" for years due to Roger Ebert's scathing review, but changed my mind upon giving it an openminded viewing. This is a top-of-the-line sci-fi/adventure/horror flick. People look down on it because of the nudity and mild sex scenes, which prompts them to disdain it as exploitive and trashy. While Natasha Henstridge is a good-lookin' woman, she doesn't do anything for me (she's not my type) so I was able to totally overlook this element and focus on the film's other attributes.

For one, the score by Christopher Young is excellent. Secondly, the A-list cast is a highlight and their characters are increasingly fleshed-out in the story. Lastly, while people understandably write-off the movie as a Grade B plot with Grade A production, there's more here than meets the eye. For instance, Sil is the innocent pawn of the extraterrestrials who sent the DNA. Another example is the excellent character of Dan (Whitaker) whom whiners complain about as ""always pointing out the obvious"" when the movie shows over and over that he DOES know things the others don't and they ignore him to their own peril. Dan is necessary so that the team knows what direction the creature takes on repeated occasions; without Dan we'd see them pursue one boring dead-end after another.

While snobby film critics love to hate ""Species"" it's a thoroughly entertaining sci-fi adventure with an interesting moral and a great cast of characters. If you like films like ""Alien,"" ""Aliens,"" ""Terminator,"" ""Terminator 2"" and ""Predator"" you'll probably appreciate it. It may not be as good as ""Aliens,"" ""Terminator"" and ""Terminator 2,"" but it's on par with ""Alien"" (and marginally better IMHO) and superior to ""Predator."" Then again, it depends on what you want in a sci-fi blockbuster. As far as I'm concerned, ""Species"" delivers the goods.

The film runs 108 minutes and was shot in the areas of Los Angeles and Brigham City, Utah.

GRADE: A- 

***SPOILER ALERT*** (Don't read further unless you've seen the movie) 

The theory is postulated by the mercenary and biologist that the alien DNA was sent as a biological weapon, a ""weed killer"" from outer space to wipe out the galactic weed of earth or, more accurately, the human race that inhabits it. It's a fascinating concept and the film compellingly realizes it."
201,6,"Most certainly a lesser sequel, but maybe not quite so ""lesser"" as you might have heard, or as you might expect from prior experience with this sort of thing. It's basically the same story as the first with one form of mass-transit switched out for another, but that's not enough of a criticism to leave _Dark Territory_ dead in the water.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go_."
205,6,"You're a fool to believe in something you've never seen.

Waterworld is directed by Kevin Reynolds and jointly written by David Twohy, Peter Rader and Joss Whedon. It stars Kevin Costner, Dennis Hopper, Jeanne Tripplehorn, Tina Majorino, Michael Jeter and Gerard Murphy. Music is scored by James Newton Howard and cinematography by Dean Semler.

It's the future and the polar ice caps have melted and the Earth is practically covered by the sea. As civilisation is forced to live on the water, their only hope is to one day find the fabled place known as Dryland. A Mariner drifter may hold the key to Dryland's whereabouts...

It was by definition a troubled shoot, with sackings, difference of opinions, cost overruns, production set backs (hurricane destroying a hugely expensive set) and bad word of mouth generated by a film press intent on giving Kevin Costner a good kicking. Facts are, now that all the water has evaporated over the years, Waterworld is neither the flop or the bad film that many believed it to be. Should it be a better movie considering the gargantuan amounts of cash spent on it? Absolutely, without question! But Waterworld turned a decent profit in spite of its problems and mixed reviews, and now it firmly has a fan base willing to love it for the great sci-fi escapism that it is. Now readily available in 3 cuts (Theatrical, TV Edit and Ulysses), you can sample each to find the pros and cons of home format film tampering.

Even in its theatrical form the film is still a rollicking water based adventure, full of spectacular stunts (oh my those jet-skis rock), amazing sets (whoosh, the sci-fi grandeur of the floating atoll) and blood pumping scenes (the eerie journey and subsequent revelation of a city under water). Sure it's far from flawless as the pace is uneven at times and as plot narratives go it's pretty thin, but Reynolds and Costner have crafted an impressive world submerged by water. The cast, too, are delivering knowing performances. Costner's Mariner is indeed one note, unsympathetic and moody, this guy is a loner and a mutation after all, his sombre persona neatly playing against Hopper's cartoonish, satirical and maniacal villain. Tripplehorn (a porn star name if ever there was one!) beautifully shines in a film populated predominantly by males (there's another flaw for you), Michael Jeter scores favourably as a highly strung elder, while young Majorino is suitably winsome, neatly playing it as a device to mellow the Mariner's cold fishy heart. Take that and fill it out with the detail of the definitive cut (Ulysses) which showcases Reynolds' vision and it's fan nirvana all round.

If it was meant to be a serious picture in the first place, a sermon on topical destroying of the Earth, then it fails a touch because the characterisations are bound by cliché manacles. Yet collectively the inhabitants of this Waterworld share a common goal of survival, played out to the backdrop of Reynolds' excellent futuristic setting. When thrust together to make a good versus evil action movie, the characterisations work handsomely within that framework. That is ultimately the best way to enjoy Waterworld, let it wash over you (hrr hrr hrr) in a wave (hrr, OK I'll stop now) of water based action and heroics. It's a world where soil is currency and smoking is a marker for being a bad guy. From the opening shot of the Universal World logo becoming submerged in water, to the bittersweet finale, yes! Waterworld is indeed escapism in its purest cinematic form and becomes a high definition must in the process. 8/10 You're a fool to believe in something you've never seen.

Waterworld is directed by Kevin Reynolds and jointly written by David Twohy, Peter Rader and Joss Whedon. It stars Kevin Costner, Dennis Hopper, Jeanne Tripplehorn, Tina Majorino, Michael Jeter and Gerard Murphy. Music is scored by James Newton Howard and cinematography by Dean Semler.

It's the future and the polar ice caps have melted and the Earth is practically covered by the sea. As civilisation is forced to live on the water, their only hope is to one day find the fabled place known as Dryland. A Mariner drifter may hold the key to Dryland's whereabouts...

It was by definition a troubled shoot, with sackings, difference of opinions, cost overruns, production set backs (hurricane destroying a hugely expensive set) and bad word of mouth generated by a film press intent on giving Kevin Costner a good kicking. Facts are, now that all the water has evaporated over the years, Waterworld is neither the flop or the bad film that many believed it to be. Should it be a better movie considering the gargantuan amounts of cash spent on it? Absolutely, without question! But Waterworld turned a decent profit in spite of its problems and mixed reviews, and now it firmly has a fan base willing to love it for the great sci-fi escapism that it is. Now readily available in 3 cuts (Theatrical, TV Edit and Ulysses), you can sample each to find the pros and cons of home format film tampering.

Even in its theatrical form the film is still a rollicking water based adventure, full of spectacular stunts (oh my those jet-skis rock), amazing sets (whoosh, the sci-fi grandeur of the floating atoll) and blood pumping scenes (the eerie journey and subsequent revelation of a city under water). Sure it's far from flawless as the pace is uneven at times and as plot narratives go it's pretty thin, but Reynolds and Costner have crafted an impressive world submerged by water. The cast, too, are delivering knowing performances. Costner's Mariner is indeed one note, unsympathetic and moody, this guy is a loner and a mutation after all, his sombre persona neatly playing against Hopper's cartoonish, satirical and maniacal villain. Tripplehorn (a porn star name if ever there was one!) beautifully shines in a film populated predominantly by males (there's another flaw for you), Michael Jeter scores favourably as a highly strung elder, while young Majorino is suitably winsome, neatly playing it as a device to mellow the Mariner's cold fishy heart. Take that and fill it out with the detail of the definitive cut (Ulysses) which showcases Reynolds' vision and it's fan nirvana all round.

If it was meant to be a serious picture in the first place, a sermon on topical destroying of the Earth, then it fails a touch because the characterisations are bound by cliché manacles. Yet collectively the inhabitants of this Waterworld share a common goal of survival, played out to the backdrop of Reynolds' excellent futuristic setting. When thrust together to make a good versus evil action movie, the characterisations work handsomely within that framework. That is ultimately the best way to enjoy Waterworld, let it wash over you (hrr hrr hrr) in a wave (hrr, OK I'll stop now) of water based action and heroics. It's a world where soil is currency and smoking is a marker for being a bad guy. From the opening shot of the Universal World logo becoming submerged in water, to the bittersweet finale, yes! Waterworld is indeed escapism in its purest cinematic form and becomes a high definition must in the process. 8/10"
212,8,"Box office $ 5.5 million

This was the first time I saw a movie that had nothing close to a human antagonist, yet it kept me glued to the screen. Sure I've read a few novels of the kind but surely they weren't ""oh I'm glued"" stuff. Everybody at least once in their life dreams of something like this and this movie makes it believable. After watching the movie I really thought that Ethan & Julie must have dated 'cause their conversations were just flowing. Definitely a must see."
214,5,"***How a beautiful woman affects men***

An attractive, but otherwise normal and decent teen girl (Alicia Silverstone), takes a short-notice babysitting gig in the Los Angeles area. She unknowingly stirs the fantasies of the middle-aged husband of the house (J.T. Walsh), the preadolescent boy, her current boyfriend (Jeremy London) and his wannabe Fonzie frenemy (Nicky Katt).

Alicia Silverstone was a hot item in the 90s, but the direct-to-video “The Babysitter” (1995) fell through the cracks. It’s not great like “Clueless” (1995) or “The Crush” (1993), but it’s still a worthy 90’s Silverstone drama/comedy with romance/thriller elements in the same league as “True Crime” (1995) and “Excess Baggage” (1997).   

As suggested above, the movie’s about how males of all ages react to a nubile female who’s not completely aware of her effect on males and therefore is indifferent to it. The story is helped by the fact that she’s a genuinely decent, ordinary girl unaware of all the raging male hormones she is unwittingly arousing.

“The Babysitter” successfully conveys the intangible world of fantasy that goes on in people’s mind, and not just guys (albeit mostly guys). This is a force that each individual is responsible to monitor and control. If foolishly left unchecked it can result in negative consequences. 

The film runs 1 hour, 29 minutes, and was shot in Pasadena & Ventura, California. Additional cast members include Lee Garlington, George Segal and Lois Chiles. 

GRADE: B-"
218,6,"Circle of Friends is a little feel good sort of movie. The ensemble characters interact quite well. I have always liked Minnie Driver, and Alan Cummings seems to nail the smarmy characters like this I think he was in a Jane Austen adaptation film with a similar role.

The film is based on one of the best Maeve Binchy novels, in my opinion. It concerns Bennie, Driver’s character, who has a self-esteem problem based partly on her weight and unpopularity. But she stands up for herself when she has to, and makes friends. She overcomes problems I won’t go into and risk giving details away, but suffice to say you should really end up rooting for her.

My only problem with the movie is the ending. I felt the book had the perfect ending, and the movie went a different way. Don’t get me wrong; if I hadn’t read the book, I am sure I would have been a-okay with the movie ending. I just thought the book nailed it. But movies and books have different story arcs sometimes, and it wouldn’t stop me from watching Circle of Friends again if the opportunity comes along."
219,7,"Over the years, I have really enjoyed Smith's comic book writing, but this is the only film so far I have seen him direct. My cinephilic friends tend to dismiss his recent works, but this was very enjoyable. I like the influence he has had on independent cinema. 1994 certainly proved to be an important year for it, with the smash successes that independent studios had with 'Clerks' and 'Pulp Fiction'. I hope he sticks to directing films that he himself writes. I have the feeling he wants to expand his horizons but isn't quite sure how to go about it without alienating his huge fanbase. I have great confidence in him, and feel that if he puts his heart into it, he can be a great filmmaker, instead of a good one. I think for him to do so, he could do himself a great service and read a few less comic books and watch a lot more movies, particularly by the Hollywood greats from the Golden Age, such as Sir Alfred Hitchcock, Howard Hawks, Raoul Walsh and John Ford. It would be quite exciting to see what he comes up with, once his creative juices are recharged. Quite a controversial movie, I would say, yet the very one from all by Kevin Smith I actually like. Not for those below-the-belt jokes but this lowlife vibe most of us lost on the halfway to adult life. Now I find myself lying with my laptop on a couch, like I always do after a long day at work, filling out the <a href=""https://form-8862.pdffiller.com/"">form 8862</a> and recalling the times like that. The times when the bare minimum seemed to be a freedom and the only thing one needs to be satisfied with their life."
220,6,"I realize that I gave this too many marks, but if there's anything I have realized about cinema, it can best be said by a line that I watched, performed by Jean-Louis Trintignant, where he stated (and I paraphrase), something like, 'I can't remember the movie, but I can recall my feelings', and that sums up nicely why I feel the way I do about the movie. It's an interesting idea acted well by very good actors (a lot of people dismiss Marlon Brando's work here, but I don't think it's that bad, honestly). If anything, the problem here is the movie doesn't know where to go after it's decent start. **He who says every woman is a mystery to be solved.**

One of the earliest films for Johnny Depp and very surprising. Thematically, the film is for the grown ups, but well made without too much sexual exploit. That means you can comfortably sit and watch with your family. This is not actually about Don Juan, but kind of 'The Fall'. I mean the flashback reveals everything and remains as a mystery.

The story follows a man who himself declares the real Don Juan DeMarco, the greatest lover of the world. So he ends in a psychiatric centre for the treatment after trying to commit suicide. A doctor who is on the verge to retire set to treat him and when the DeMarco narrates his life story, the doctor too inspires to reinstate his romantic life. The remaining narration tells how they work out to solve the issue once for all.

Not a masterpiece, but kind of interesting drama, particularly for how the film characters were drawn. And the story was built cleverly, till the final scene by giving out the viewers a positive message that worth living life to love and to be loved. So if you opt it for the title, not a bad choice, since the theme remains about the love, even the person you are looking for is not present. More like it is a metaphor, when it comes to the real Don Juan and the one in this film. Like people say god is everywhere, the love is as well and so the version/personality of Don Juan in every person.

Johnny Depp was so good, an ideal person to play the title role. Marlon Brando was too great, in a simple way. The rest of the cast was not bad, but the entire film focused on these two than anybody else. It's been nearly 25 years since it came out, but I feel a remake would be not a bad idea with changes in the script. Todays writer and directors are clever at doing that, but it should come from a big banner with big names. Maybe Johnny Deep to play the doctor in the modern version. I hope some filmmakers read this and consider that. Meanwhile, it is a worthy film, so it a try.

_7/10_"
223,5,"Drop Zone is a cheesy action film which wants to emulate Point Break with even more green screen.

Wesley Snipes plays US Marshal Pete Nessip (Wesley Snipes) who with his brother Terry (Malcolm Jamal Warner) are transporting a prisoner on a plane which is then hijacked.

The hijackers led by Ty Moncrief (Gary Busey) capture the prisoner and parachute out of the plane from a very high altitude. Pete's bosses believed that all the hijackers died when his brother shot one of the hijackers that caused an explosion.

Pete remains unconvinced that they died and does his own digging. He meets Jessie Crossman (Yancy Butler) a female parachutist and finds clues by hanging about other parachutists.

The film is has a nice balance of humour and violence with appealing leads but some of the action scenes could had been better, in fact some of it looked cheap."
226,7,"Welcome to Maine; where alcoholism, smoking, and all sorts of behavior the aforementioned are trying to cover up creep up on you like bad filling of gravy. At least, in Stephen King’s universe. True to his (excessive) words, a lot gets stirred up, not all of it gets answered, and characters  get knee high in lots of details. Nothing wrong about that, except in this movie the details, and the melodrama that comes with them, tend to bog down what should be bonding of two women over the men that hurt them. What a depressingly masculine mess.

I love a good pulpy environment (hello film noir, which often has a mystery element to it like this movie) but someone how the pacing was just off. I think Kathy Bates does a pretty fantastic job as the the title character. Her daughter Selena though.. I don’t know if it meant more in the book but her talks about the story in Arizona she wants to cover doesn’t really anything interesting to the mix. Maybe it’s to show what bad decisions she’s made after having no family to turn to, but it’s belaboured. We get she’s a emotional mess without it. I also don’t think Jennifer Jason Leigh is all that great in the role, but then again she mostly just sits there to reveal plot points and be something Dolores scarified for. She’s a talking macguffin.
Much more interesting is the relationship between Dolores and Det. Mackey, played gravely by Christopher Plummer. Oh, and that odd looking John C. Riley as his deputy. His face always livens everything up. There’s a bit of destructive perfectionist streak in Mackey, wanting to close the book on the case he never solves to his satisfaction. At some points this runs into cop drama play by play (including  a[albeit mercifully short] courtroom scene. Were 90’s Hollywood films required to have those in at least one scene?), but it helped by little details, like throwing a full piss pan at the other.

But whose piss was that? Why the fermenting yellow liquid of Vera, a women we seem to think Dolores killed. We know that’s not true though, any two who exchange such old fashioned zingers (“Dolores, I insist that all women who have hysterics in my drawing room call me by my Christian name.”)  and share body fluids can’t hate each other. Maybe with only one, but both? Nay. Besides, it’s much more fun to tag team to doom a alcoholic sexual predator. Her husband; Am I spoiling anything by saying she did kill him? Then it would only be 95% special victims unit, not totally. Might as well cook up all that gravy, a full crock.
This does lead to two defining  moments for Dolores. The log back rub to milk cranium massage is pretty good vicious, but mere flower play before the eclipse.  After finding Joe has been stealing from her (by proxy of having a penis and the bank therefore believing his bullshit) and abusing a young Selena she plays to stuff him down a well, when everyone is watching the sun black out. This scene is certainly memorable, if not only for the almost baroque visual style (lot of key light) but where she seems to set an olympic record for long jumping, right over the hole. Frankly, this should have been the ending, it’s Dolores best movement, and since she really sets the stage for everyone else to ladle out in, it’s a wonderfully creepy way out. Instead we wait another quarter of a film to pass by.

Anything not Dolores tends to be too congested to be found appetizing. I wage she was more of  the center of attention originally, and the other parts were attempting to give the actors more to do, or give more speaking time to the men. This is dubious; King material tends to be overripe as it is, but imitation King (as practiced by director Taylor Hackford and writer Tony Gilroy) is even more stagy. Fine, she helped her daughter, who recognizes it nearly twenty years later, and she amused an entertaining old lady. But the real Dolores, and where Bates is at her best, wrapped all the pain she took from an abusive husband, and leaped over to stomp down someone who hurt her young, like a fierce chicken. A little more strut, a little more pecking, and we would have a fine character study between her and her golden egg. Guess you take what you can get, and go on with your day, especially in Maine. This one tends to get ignored when people consider the 'classic' Stephen King film adaptations (the first 20 years), but it's very subtle, nuanced, and is basically one of King's finest and more mature works. If it was even possible for Kathy Bates to out-do her Oscar-winning work in 'Misery', she still did so, and nailed it. I'm a huge fan of John C. Reilly, Eric Bogosian (why 'Talk Radio is my favourite Oliver Stone movie and 'Under Siege 2' my favourite Steven Seagal film), David Strathairn, Christopher Plummer and especially, Jennifer Jason Leigh, and the Tony Gilroy script serves them beautifully.

Unfairly, I tend to joke about director Taylor HACKford, but it just may be that he's a more contemporary model of such versatile directors from the past as Norman Jewison and Robert Wise. That's fairly esteemed company--and here, he abides himself quite nicely in some of his best work. Sometimes being a bitch is all a woman has to hold onto.

Dolores Claiborne is directed by Taylor Hackford and adapted to screenplay by Tony Gilroy from the novel of the same name written by Stephen King. It stars Kathy Bates, Jennifer Jason Leigh, David Strathairn, John C. Riley, Christopher Plummer and Judy Parfitt. Music is scored by Danny Elfman and cinematography by Gabriel Beristain.

Plot sees Leigh as Selena St. George, a big-city reporter who travels to her home town island in Maine when her mother is accused of murdering the elderly woman that she was caring for. Her estranged mother, Dolores (Bates), is also widely suspected to have killed her husband and Selena's father some 20 years earlier, even though that was ruled as an accident. As mother and daughter come together, secrets of the past merge with the harshness of the present.

A terrifically well acted and well mounted drama doing justice to a great book, Dolores Claiborne thrusts family trauma to the front of an on going murder investigation. King adaptations are well known for being very hit and miss, but this is certainly one of the better ones, it sees a shift from standard horror monsters, to monsters of a different kind, the human ones. Played out to a perpetually dank backdrop of rain, grey skies and a sea devoid of beauty, film unfolds to reveal the sadness of one family's roots, where emotional discord hangs heavy, constantly.

The structure is well handled by Hackford, as present day scenes merge into those from the past, giving off a perfectly ghost like feel to the plotting. Plummer's weary detective John Mackey is a bit too underwritten for my liking, and the time afforded the pre-trial debate and inquest is simply not enough to make the required impact once all the revelations come tumbling forward - the latter of which is nearly unforgivable given the film runs at over two hours. However, slight irks aside, this is still great stuff and if only for the trio of lead lady performances then this is a must see for the drama seeking film fan whom wants some intelligent emotional heft in the screenplay. 8/10"
242,8,"That all-consuming drive towards being a professional athlete eats away at two inner-city Chicago boys and their families. And yet, they still find time to celebrate the little victories along the way, keeping this film from diving too much into an exploration in futility, and more of a life-affirming exploration of the nature of dreams."
246,6,"A one-joke film.

I expected a fair deal from <em>'Heavyweights'</em>, especially after seeing Ben Stiller was involved. Unfortunately, it never takes off after the initial joke becomes tiresome; the characters are fat, that's basically it. It needed more meat on the bones (pardon the pun), too mediocre.

Stiller isn't great either, in a part which is basically a watered down version of the role he'd play nine years year, White Goodman, in <em>'Dodgeball: A True Underdog Story'</em> - he, surely, used this character, Tony, as inspiration for White? Elsewhere, you have two of the funnier kids from <em>'The Mighty Ducks'</em> series, as well as a few fairly known faces like Jeffrey Tambor (Maury) and Tim Blake Nelson (Roger).

I get the intentions, but the heartfelt message that (I think) the film aims for doesn't really come out clearly. The ending feels like an unconnected add-on that was put in to add to the run time. In truth, it isn't anything terrible - I just wanted and expected more."
254,4,"Dreadful film.

Everything about <em>'A Kid in King Arthur’s Court'</em> is just so poor, the whole feel of the film is extremely low-budget and limp. The writing is substandard, while the dialogue is actually terrible; it forces the 'present day vs. old days' theme way too much, it needed more to it.

The casting can make such a difference in how your film comes out, you can have a load of crap but if you get a strong cast you can still produce something good. This simply doesn't do that, though there is an interesting caveat - as both Kate Winslet and Daniel Craig incredibly appear, in just their third and second films respectively - huge credit to the Hubbards & Co., the UK casting directors.

The premise is just so dumb and uninteresting. Disney already adapted the Mark Twain novel in 1979 with <em>'Unidentified Flying Oddball'</em>, which I didn't love, so it's bizarre they chose to go back to it. As noted earlier, they try to make it noteworthy by colliding the two differing eras but it just comes across as lazy.

There's one, very minor, part I did like and that was King Arthur's little story with the Excalibur sword. It's nothing amazing, but I could appreciate what they were trying to do with that at the very least.

Entirely forgettable, one of Disney's worst live-action offerings up until 1995; from the ones I've seen to date, which is the majority, it's in my bottom six in fact."
